,block,schooldist,council,zipcode,bldgclass,landuse,lotarea,bldgarea,numfloors,unitstotal,assesstot,yearbuilt,longitude,latitude,Cluster
797180,1311,2.0,4.0,10022.0,D4,3.0,12100.0,155000.0,21.0,112.0,14408100.0,1957.0,-73.9702267,40.761077,2
797185,1325,2.0,4.0,10022.0,H2,5.0,5021.0,84420.0,28.0,207.0,14178600.0,2012.0,-73.9694382,40.7566495,0
797187,1326,2.0,4.0,10022.0,O4,5.0,33932.0,634175.0,29.0,29.0,107022150.0,1982.0,-73.9691961,40.7572176,0
797190,1328,2.0,4.0,10022.0,D4,3.0,22594.0,406179.0,29.0,450.0,37657800.0,1977.0,-73.9667954,40.7578482,2
797191,1329,2.0,4.0,10022.0,O4,5.0,64768.0,1323432.0,46.0,55.0,232600500.0,1970.0,-73.967589,40.7589628,3
797214,1338,2.0,4.0,10017.0,R4,3.0,10318.0,101315.0,30.0,166.0,13723650.0,1977.0,-73.9692385,40.7513356,2
797226,1350,2.0,5.0,10022.0,D4,3.0,34926.0,539027.0,45.0,374.0,55290150.0,1968.0,-73.9646035,40.7594835,3
797233,1375,2.0,4.0,10022.0,O4,5.0,6974.0,136733.0,21.0,84.0,36060750.0,1928.0,-73.9711205,40.7644807,0
797235,1373,2.0,5.0,10044.0,RD,3.0,21930.0,266963.0,26.0,353.0,27045902.0,2015.0,-73.9550947,40.7556018,2
797353,1405,2.0,4.0,10021.0,RM,4.0,3012.0,26930.0,23.0,22.0,4990950.0,1917.0,-73.963894,40.7699901,2
797356,1405,2.0,4.0,10021.0,D4,3.0,7029.0,115525.0,30.0,29.0,14616000.0,1969.0,-73.9641358,40.7700917,2
797378,1491,2.0,4.0,10075.0,D6,4.0,10384.0,102053.0,25.0,47.0,21459150.0,1970.0,-73.9631498,40.7772607,2
797384,1493,2.0,4.0,10028.0,D4,3.0,7500.0,109076.0,23.0,72.0,14235750.0,1978.0,-73.9621706,40.7785943,2
797400,1492,2.0,4.0,10075.0,RM,4.0,7885.0,101390.0,27.0,51.0,18507156.0,1987.0,-73.9612327,40.7770542,2
797405,1497,2.0,4.0,10028.0,RM,4.0,10216.0,131838.0,22.0,113.0,22638604.0,1928.0,-73.9599666,40.7810336,2
797407,1501,2.0,4.0,10128.0,D4,3.0,7471.0,109262.0,21.0,60.0,9801900.0,1961.0,-73.9585857,40.7834897,2
797446,1516,2.0,4.0,10128.0,RM,4.0,30883.0,436090.0,38.0,199.0,35109900.0,1972.0,-73.9555976,40.780796,2
797455,1516,2.0,4.0,10128.0,D4,3.0,6057.0,114000.0,30.0,109.0,10975050.0,1973.0,-73.9562548,40.7808703,2
797507,1548,2.0,5.0,10028.0,RM,4.0,6292.0,110679.0,21.0,59.0,15964660.0,2008.0,-73.9517474,40.7772702,2
797521,1557,2.0,5.0,10128.0,RC,5.0,8176.0,97249.0,31.0,110.0,9305552.0,1989.0,-73.9475979,40.7829747,0
797812,2316,7.0,8.0,10454.0,D6,4.0,127721.0,957739.0,25.0,926.0,7362900.0,2020.0,-73.9306804,40.8075091,2
797817,2319,7.0,8.0,10451.0,D6,4.0,67000.0,448890.0,25.0,373.0,7317450.0,2019.0,-73.9319146,40.8086736,2
797882,2461,9.0,16.0,10451.0,D4,3.0,61945.0,428360.0,23.0,466.0,9695700.0,1963.0,-73.9201379,40.830149,2
798774,1374,2.0,4.0,10022.0,D4,3.0,12500.0,314509.0,38.0,175.0,43590600.0,1927.0,-73.9725428,40.7643081,2
799237,1514,2.0,5.0,10028.0,D6,4.0,44425.0,651162.0,35.0,460.0,45891000.0,1967.0,-73.9547325,40.7786685,2
799474,87,13.0,33.0,11201.0,H8,8.0,21175.0,363100.0,28.5,1.0,18192600.0,1992.0,-73.9871575,40.6995839,1
799475,164,15.0,33.0,11201.0,RM,4.0,21438.0,231366.0,25.0,249.0,20764289.0,2007.0,-73.9864671,40.6895297,1
801109,16,2.0,1.0,10282.0,D8,3.0,10292.0,357000.0,42.0,342.0,38525400.0,1998.0,-74.0146715,40.7182618,2
801120,72,2.0,1.0,10038.0,H2,5.0,3020.0,70044.0,31.0,1.0,9900000.0,2012.0,-74.0049557,40.7058975,0
801313,47,2.0,1.0,10005.0,RB,5.0,49614.0,1736513.0,41.0,2.0,130661550.0,1915.0,-74.0105213,40.7082192,3
801334,1419,2.0,4.0,10065.0,RM,4.0,46191.0,458574.0,50.0,296.0,72773104.0,1987.0,-73.9635575,40.764775,3
801531,1262,2.0,4.0,10036.0,RC,5.0,24000.0,488441.0,36.0,103.0,96555155.0,2009.0,-73.9808261,40.7571845,0
801535,1337,2.0,4.0,10017.0,RC,5.0,17556.0,586305.0,39.0,40.0,44412300.0,1977.0,-73.9691956,40.7505095,0
802261,7253,21.0,47.0,11224.0,D4,3.0,539730.0,1800000.0,24.0,1547.0,47016900.0,1962.0,-73.9697958,40.5808934,1
802352,993,2.0,4.0,10036.0,H2,5.0,3950.0,68470.0,26.0,1.0,10630800.0,2014.0,-73.9857754,40.754424,0
802358,762,2.0,3.0,10018.0,HB,5.0,2475.0,35219.0,22.0,1.0,6417000.0,2017.0,-73.9930337,40.75555,0
802359,763,2.0,3.0,10018.0,H3,5.0,3757.0,74128.0,36.0,1.0,14659200.0,2006.0,-73.9930734,40.7563871,0
803166,435,30.0,26.0,11101.0,D6,4.0,48550.0,731391.0,41.0,711.0,70494300.0,2010.0,-73.9428573,40.7486796,1
804016,3236,28.0,29.0,11375.0,D4,3.0,102560.0,575600.0,24.0,566.0,26998200.0,1965.0,-73.8492578,40.7221522,1
806409,1009,2.0,4.0,10019.0,H2,5.0,6025.0,128433.0,29.0,1.0,22627350.0,2012.0,-73.9784739,40.7645537,0
812615,1267,2.0,4.0,10019.0,O4,5.0,37557.0,582428.0,33.0,8.0,121568850.0,1947.0,-73.9777173,40.7600494,0
813283,2059,13.0,33.0,11201.0,O4,5.0,95750.0,1330743.0,24.0,17.0,89799300.0,1990.0,-73.9838448,40.6928615,1
816455,2140,14.0,33.0,11211.0,D9,3.0,110150.0,224808.0,21.0,229.0,6602850.0,1963.0,-73.9603531,40.708103,1
817038,1367,2.0,5.0,10022.0,D4,3.0,46763.0,967300.0,38.0,636.0,97752150.0,1969.0,-73.9631249,40.7570978,2
820671,1466,2.0,5.0,10021.0,RM,4.0,33204.0,319152.0,44.0,200.0,47519097.0,1990.0,-73.9550257,40.7668525,3
821001,945,2.0,4.0,10016.0,RM,4.0,47696.0,684088.0,32.0,588.0,74340681.0,1967.0,-73.9728383,40.7480017,2
821241,1278,2.0,4.0,10175.0,O4,5.0,19047.0,408911.0,37.0,57.0,55565100.0,1929.0,-73.9798199,40.7541706,0
821244,1289,2.0,4.0,10022.0,O4,5.0,13175.0,331020.0,42.0,86.0,42410250.0,1931.0,-73.9736854,40.7597302,3
821282,751,2.0,3.0,10001.0,D4,3.0,393100.0,1489943.0,22.0,1521.0,119247750.0,1960.0,-73.9979681,40.7484632,2
821630,1163,3.0,6.0,10023.0,D6,4.0,2554.0,35670.0,21.0,20.0,4090815.0,2020.0,-73.9827155,40.7787529,2
824268,1502,2.0,4.0,10128.0,D4,3.0,14250.0,213729.0,21.0,75.0,23926050.0,1930.0,-73.9556467,40.7831071,2
824872,1320,2.0,4.0,10017.0,RM,4.0,4519.0,53839.0,32.0,49.0,9393743.0,1985.0,-73.9713057,40.7533426,2
826139,801,2.0,3.0,10010.0,D6,4.0,9875.0,227896.0,33.0,228.0,31880700.0,2001.0,-73.9918728,40.7448399,2
828185,5141,11.0,12.0,10475.0,D4,3.0,5048550.0,13540113.0,33.0,10948.0,204495300.0,1969.0,-73.8283619,40.8750127,2
830237,51,2.0,1.0,10006.0,D8,3.0,9086.0,455815.0,71.0,441.0,35993633.0,2016.0,-74.0127686,40.7091027,3
833711,566,2.0,2.0,10003.0,D4,3.0,40520.0,420000.0,25.0,330.0,48421350.0,1965.0,-73.9949991,40.732077,2
833760,1209,3.0,6.0,10025.0,D1,3.0,32026.0,308302.0,32.0,250.0,8078400.0,1969.0,-73.967338,40.7923552,2
833905,1426,2.0,4.0,10021.0,D6,4.0,15000.0,395382.0,35.0,866.0,55342800.0,1979.0,-73.9604321,40.7693165,2
836009,1370,2.0,5.0,10022.0,D4,3.0,8741.0,129255.0,36.0,76.0,13691250.0,1988.0,-73.9612576,40.7590652,2
836239,2319,7.0,8.0,10451.0,D6,4.0,21817.0,211975.0,25.0,218.0,10476900.0,2018.0,-73.9310066,40.8099631,2
836646,1480,2.0,5.0,10065.0,I9,8.0,275925.0,2230742.0,27.0,1.0,231855300.0,1956.0,-73.9541429,40.7644532,0
836657,544,2.0,2.0,10003.0,RM,4.0,17837.0,141946.0,22.0,42.0,28028250.0,2004.0,-73.991236,40.7295132,2
836870,167,2.0,1.0,10013.0,Z1,8.0,108950.0,1106962.0,24.0,1.0,91786950.0,1939.0,-74.0007828,40.7160944,0
836900,2324,14.0,33.0,11249.0,D8,3.0,51680.0,589750.0,40.0,554.0,67132800.0,2017.0,-73.9633109,40.7208589,1
836932,133,13.0,35.0,11201.0,RM,4.0,11832.0,304647.0,40.0,373.0,32171886.0,2005.0,-73.9835738,40.6950491,1
837131,2060,13.0,33.0,11201.0,O4,5.0,2655.0,332608.0,23.0,1.0,217350.0,2020.0,-73.9831993,40.6928258,1
837137,1012,2.0,3.0,10036.0,H2,5.0,8295.0,141335.0,30.0,1.0,17749800.0,2013.0,-73.9886158,40.7556155,0
837158,1275,2.0,4.0,10017.0,O4,5.0,14675.0,220413.0,23.0,68.0,51391800.0,1925.0,-73.9811451,40.7524663,0
837159,1276,2.0,4.0,10017.0,O4,5.0,7947.0,163763.0,33.0,2.0,31687200.0,1971.0,-73.9807587,40.7529987,0
837314,2049,13.0,35.0,11201.0,D7,4.0,42942.0,629064.0,42.0,632.0,58383450.0,2011.0,-73.9828853,40.6940773,1
838649,1382,2.0,4.0,10065.0,D4,3.0,24800.0,306573.0,21.0,164.0,40861350.0,1949.0,-73.9687211,40.76947,2
839472,1346,2.0,4.0,10022.0,D4,3.0,24809.0,300080.0,34.0,367.0,31813200.0,1977.0,-73.9663988,40.7569533,2
840979,767,2.0,3.0,10011.0,RM,4.0,23736.0,274965.0,23.0,55.0,29648697.0,1929.0,-73.9987478,40.7410442,2
841008,146,13.0,33.0,11201.0,RM,4.0,11943.0,160577.0,28.0,152.0,16098300.0,2016.0,-73.9837804,40.690792,1
842007,1288,2.0,4.0,10022.0,O4,5.0,17071.0,366879.0,38.0,30.0,61022700.0,1971.0,-73.9753169,40.7598129,0
845270,929,2.0,2.0,10010.0,D4,3.0,104861.0,927591.0,27.0,522.0,66332250.0,1970.0,-73.9795543,40.7377487,2
845434,826,2.0,3.0,10010.0,D6,4.0,25181.0,296400.0,29.0,306.0,37278000.0,1999.0,-73.9917394,40.7436898,2
845489,1156,3.0,6.0,10023.0,D6,4.0,36166.0,219794.0,27.0,176.0,18780750.0,1977.0,-73.9870058,40.7746583,2
848858,2457,14.0,34.0,11211.0,H9,5.0,9262.0,112041.0,26.0,257.0,1405800.0,2019.0,-73.962891,40.710371,1
853646,1269,2.0,4.0,10019.0,D6,4.0,6778.0,227951.0,73.0,184.0,34887150.0,2015.0,-73.9780993,40.7619379,3
853648,1270,2.0,4.0,10019.0,O4,5.0,27382.0,517199.0,34.0,32.0,81416700.0,1966.0,-73.9777778,40.7625746,0
853929,859,2.0,4.0,10016.0,RM,4.0,7404.0,202855.0,55.0,139.0,38836357.0,2005.0,-73.9855139,40.7451275,3
855445,1546,2.0,5.0,10028.0,D6,4.0,17988.0,268750.0,31.0,264.0,31336650.0,1977.0,-73.952651,40.7760272,2
858669,3731,31.0,50.0,10306.0,A5,1.0,2150.0,1344.0,21.0,1.0,3540.0,0.0,-74.0945103,40.5750807,1
